localhour,use,temperature,cloud_cover,wind_speed,GH,is_weekday,month,hour,use_hour,use_week,ac,ac_hour,ac_week
2016-01-08 00:00:00,0.3950833333333333,50.62,0.17,2.71,-2.7223,1,1.0,0.0,0.5359166666666666,0.5950833333333332,0.0,0.0,0.0
2016-01-08 01:00:00,0.4596333333333333,49.06,0.15,2.29,-1.88293,1,1.0,1.0,0.3950833333333333,0.4814166666666666,0.0,0.0,0.0
2016-01-08 02:00:00,0.3741833333333333,47.83,0.13,3.21,-2.06407,1,1.0,2.0,0.4596333333333333,0.331,0.0,0.0,0.0
2016-01-08 03:00:00,0.7793833333333331,46.86,0.08,2.22,-2.11499,1,1.0,3.0,0.3741833333333333,0.3421833333333333,0.0,0.0,0.0
2016-01-08 04:00:00,0.4227833333333333,45.89,0.08,1.21,-2.3816900000000003,1,1.0,4.0,0.7793833333333331,1.0249666666666668,0.0,0.0,0.0
2016-01-08 05:00:00,0.64415,46.02,0.13,2.18,-1.84323,1,1.0,5.0,0.4227833333333333,0.38251666666666656,0.0,0.0,0.0
2016-01-08 06:00:00,0.6541833333333332,45.42,0.21,2.74,-2.04171,1,1.0,6.0,0.64415,0.3280666666666666,0.0,0.0,0.0
2016-01-08 07:00:00,0.5560833333333332,45.25,0.29,2.52,-1.87128,1,1.0,7.0,0.6541833333333332,0.568,0.0,0.0,0.0
2016-01-08 08:00:00,0.4912333333333332,46.18,0.2,1.07,44.695,1,1.0,8.0,0.5560833333333332,0.9090833333333332,0.32394733553258664,0.0,0.0
2016-01-08 09:00:00,0.4686333333333332,48.91,0.2,1.04,200.065,1,1.0,9.0,0.4912333333333332,0.59485,1.5027713236242268,0.32394733553258664,0.08307425708749366
2016-01-08 10:00:00,0.4884833333333332,51.99,0.83,1.02,417.158,1,1.0,10.0,0.4686333333333332,0.5642666666666666,3.210992758502223,1.5027713236242268,0.4113721264699126
2016-01-08 11:00:00,0.5866,55.57,0.87,2.1,718.319,1,1.0,11.0,0.4884833333333332,0.8727666666666666,4.391813800681518,3.210992758502223,0.3213061855728509
2016-01-08 12:00:00,0.5092833333333332,60.05,0.4,4.03,477.962,1,1.0,12.0,0.5866,1.3153666666666668,2.43365992137409,4.391813800681518,0.23457517267784486
2016-01-08 13:00:00,0.4207333333333333,61.63,0.4,3.96,460.8130000000001,1,1.0,13.0,0.5092833333333332,1.3828833333333332,2.2271076143159423,2.43365992137409,0.2649890320074589
2016-01-08 14:00:00,0.4662666666666666,62.8,0.37,3.02,317.875,1,1.0,14.0,0.4207333333333333,1.3219666666666667,1.272065173751013,2.2271076143159423,0.28555578469387977
2016-01-08 15:00:00,0.54745,63.67,0.2,2.97,183.556,1,1.0,15.0,0.4662666666666666,1.2910666666666668,0.603929709562198,1.272065173751013,0.8129302061717937
2016-01-08 16:00:00,0.5025833333333332,63.98,0.26,2.35,173.593,1,1.0,16.0,0.54745,0.7035666666666666,0.8059084064129786,0.603929709562198,0.015444166396585
2016-01-08 17:00:00,0.4859333333333332,63.02,0.28,1.71,76.5486,1,1.0,17.0,0.5025833333333332,0.47865,0.5356902322862644,0.8059084064129786,0.0
2016-01-08 18:00:00,1.9794333333333327,60.52,0.24,0.48,-0.985291,1,1.0,18.0,0.4859333333333332,0.7026,0.0,0.5356902322862644,0.0
2016-01-08 19:00:00,0.7494166666666666,58.16,0.16,0.26,-3.35366,1,1.0,19.0,1.9794333333333327,0.6544833333333332,0.0,0.0,0.0
2016-01-08 20:00:00,1.0845833333333332,55.61,0.11,0.82,-2.92939,1,1.0,20.0,0.7494166666666666,1.0621166666666668,0.0,0.0,0.0
2016-01-08 21:00:00,0.7029833333333332,55.71,0.36,2.13,-2.94151,1,1.0,21.0,1.0845833333333332,1.30135,0.0,0.0,0.0
2016-01-08 22:00:00,0.7363666666666665,55.53,0.5,2.62,-2.72099,1,1.0,22.0,0.7029833333333332,0.6812833333333332,0.0,0.0,0.0
2016-01-08 23:00:00,0.52395,55.39,0.35,5.08,-2.72138,1,1.0,23.0,0.7363666666666665,0.5912166666666666,0.0,0.0,0.0
2016-01-09 00:00:00,0.45285,54.77,0.65,5.57,-2.72138,0,1.0,0.0,0.52395,0.5621166666666666,0.0,0.0,0.0
2016-01-09 01:00:00,0.4433,54.17,0.4,4.35,-1.70653,0,1.0,1.0,0.45285,0.58585,0.0,0.0,0.0
2016-01-09 02:00:00,0.4153833333333333,52.12,0.2,4.93,-2.72138,0,1.0,2.0,0.4433,0.4713833333333332,0.0,0.0,0.0
2016-01-09 03:00:00,0.3306166666666666,50.85,0.03,4.69,-2.78983,0,1.0,3.0,0.4153833333333333,0.7383833333333331,0.0,0.0,0.0
2016-01-09 04:00:00,0.37686666666666657,49.08,0.02,4.8,-2.7223,0,1.0,4.0,0.3306166666666666,0.3299166666666666,0.0,0.0,0.0
2016-01-09 05:00:00,0.4392666666666665,47.68,0.02,5.45,-3.05721,0,1.0,5.0,0.37686666666666657,0.4292166666666665,0.0,0.0,0.0
2016-01-09 06:00:00,0.46195,46.28,0.03,5.81,-3.32412,0,1.0,6.0,0.4392666666666665,0.43561666666666654,0.0,0.0,0.0
2016-01-09 07:00:00,0.4872833333333332,44.94,0.09,7.16,-3.04661,0,1.0,7.0,0.46195,0.7612666666666666,0.0,0.0,0.0
2016-01-09 08:00:00,0.63795,44.18,0.17,8.08,96.5951,0,1.0,8.0,0.4872833333333332,0.3435833333333333,1.1149837388216242,0.0,0.0
2016-01-09 09:00:00,0.6586833333333332,45.02,0.48,9.01,307.435,0,1.0,9.0,0.63795,0.4652333333333332,2.6866078767903105,1.1149837388216242,0.0
2016-01-09 10:00:00,0.6952833333333333,47.18,0.25,9.7,495.721,0,1.0,10.0,0.6586833333333332,0.6076166666666666,3.688552863481012,2.6866078767903105,0.0
2016-01-09 11:00:00,0.7766833333333331,49.56,0.19,10.04,646.1469999999998,0,1.0,11.0,0.6952833333333333,0.70565,4.331439655127588,3.688552863481012,0.08768311704290457
2016-01-09 12:00:00,0.7651166666666666,50.73,0.26,10.12,730.58,0,1.0,12.0,0.7766833333333331,0.5131333333333332,4.621419538336382,4.331439655127588,0.1468606909177954
2016-01-09 13:00:00,0.5425833333333332,51.4,0.31,9.99,735.3660000000001,0,1.0,13.0,0.7651166666666666,0.5176,4.6298413964396286,4.621419538336382,0.16665068867923494
2016-01-09 14:00:00,0.4441333333333333,50.78,0.36,10.29,698.692,0,1.0,14.0,0.5425833333333332,1.8078333333333327,4.489915690316047,4.6298413964396286,0.06792197461444359
2016-01-09 15:00:00,0.6853833333333332,49.14,0.24,10.53,501.337,0,1.0,15.0,0.4441333333333333,1.4007333333333332,3.7304747033771624,4.489915690316047,0.10652413480383144
2016-01-09 16:00:00,0.6394166666666666,47.24,0.26,9.38,379.6880000000001,0,1.0,16.0,0.6853833333333332,0.9989,3.0462222849115537,3.7304747033771624,0.0
2016-01-09 17:00:00,1.1345333333333332,45.22,0.42,10.16,183.617,0,1.0,17.0,0.6394166666666666,1.2695,1.6905175788227031,3.0462222849115537,0.02100564558669552
2016-01-09 18:00:00,0.67395,43.3,0.44,9.6,-0.974575,0,1.0,18.0,1.1345333333333332,1.0980333333333332,0.0,1.6905175788227031,0.0
2016-01-09 19:00:00,0.6955166666666666,42.62,0.61,9.41,-3.3161,0,1.0,19.0,0.67395,1.0875333333333332,0.0,0.0,0.0
2016-01-09 20:00:00,0.60165,41.7,0.6,8.97,-3.2886300000000004,0,1.0,20.0,0.6955166666666666,1.25525,0.0,0.0,0.0
2016-01-09 21:00:00,1.1812333333333331,40.98,0.59,7.61,-2.98318,0,1.0,21.0,0.60165,1.2408,0.0,0.0,0.0
2016-01-09 22:00:00,0.6468666666666666,39.94,0.27,7.2,-2.72308,0,1.0,22.0,1.1812333333333331,0.5910666666666666,0.0,0.0,0.0
2016-01-09 23:00:00,0.6184666666666666,38.78,0.18,5.96,-3.06363,0,1.0,23.0,0.6468666666666666,0.4870666666666666,0.0,0.0,0.0
