localhour,use,temperature,cloud_cover,wind_speed,GH,is_weekday,month,hour,use_hour,use_week,ac,ac_hour,ac_week
2016-01-08 00:00:00,0.9390666666666664,50.62,0.17,2.71,-2.7223,1,1.0,0.0,5.714233333333333,0.6861166666666666,0.0,0.0,0.0
2016-01-08 01:00:00,0.3415166666666666,49.06,0.15,2.29,-1.88293,1,1.0,1.0,0.9390666666666664,1.5491666666666668,0.0,0.0,0.0
2016-01-08 02:00:00,0.3475166666666666,47.83,0.13,3.21,-2.06407,1,1.0,2.0,0.3415166666666666,7.25155,0.0,0.0,0.0
2016-01-08 03:00:00,0.2967833333333333,46.86,0.08,2.22,-2.11499,1,1.0,3.0,0.3475166666666666,2.8291833333333334,0.0,0.0,0.0
2016-01-08 04:00:00,0.4588666666666666,45.89,0.08,1.21,-2.3816900000000003,1,1.0,4.0,0.2967833333333333,0.7519833333333331,0.0,0.0,0.0
2016-01-08 05:00:00,0.42406666666666654,46.02,0.13,2.18,-1.84323,1,1.0,5.0,0.4588666666666666,0.5810833333333332,0.0,0.0,0.0
2016-01-08 06:00:00,0.6269666666666666,45.42,0.21,2.74,-2.04171,1,1.0,6.0,0.42406666666666654,0.5027666666666666,0.0,0.0,0.0
2016-01-08 07:00:00,1.2889833333333331,45.25,0.29,2.52,-1.87128,1,1.0,7.0,0.6269666666666666,0.5969,0.0,0.0,0.0
2016-01-08 08:00:00,0.5801666666666666,46.18,0.2,1.07,44.695,1,1.0,8.0,1.2889833333333331,0.5541833333333333,0.32394733553258664,0.0,0.0
2016-01-08 09:00:00,0.6368333333333333,48.91,0.2,1.04,200.065,1,1.0,9.0,0.5801666666666666,0.6780833333333331,1.5027713236242268,0.32394733553258664,0.08307425708749366
2016-01-08 10:00:00,0.5448666666666666,51.99,0.83,1.02,417.158,1,1.0,10.0,0.6368333333333333,0.7654666666666666,3.210992758502223,1.5027713236242268,0.4113721264699126
2016-01-08 11:00:00,0.51785,55.57,0.87,2.1,718.319,1,1.0,11.0,0.5448666666666666,0.8504,4.391813800681518,3.210992758502223,0.3213061855728509
2016-01-08 12:00:00,0.3709833333333333,60.05,0.4,4.03,477.962,1,1.0,12.0,0.51785,0.83825,2.43365992137409,4.391813800681518,0.23457517267784486
2016-01-08 13:00:00,0.4836333333333332,61.63,0.4,3.96,460.8130000000001,1,1.0,13.0,0.3709833333333333,0.6738833333333332,2.2271076143159423,2.43365992137409,0.2649890320074589
2016-01-08 14:00:00,0.3956833333333333,62.8,0.37,3.02,317.875,1,1.0,14.0,0.4836333333333332,0.6723833333333332,1.272065173751013,2.2271076143159423,0.28555578469387977
2016-01-08 15:00:00,0.3248333333333333,63.67,0.2,2.97,183.556,1,1.0,15.0,0.3956833333333333,0.62865,0.603929709562198,1.272065173751013,0.8129302061717937
2016-01-08 16:00:00,0.2728,63.98,0.26,2.35,173.593,1,1.0,16.0,0.3248333333333333,0.74975,0.8059084064129786,0.603929709562198,0.015444166396585
2016-01-08 17:00:00,0.39655,63.02,0.28,1.71,76.5486,1,1.0,17.0,0.2728,0.6169833333333332,0.5356902322862644,0.8059084064129786,0.0
2016-01-08 18:00:00,0.28295,60.52,0.24,0.48,-0.985291,1,1.0,18.0,0.39655,0.5370666666666666,0.0,0.5356902322862644,0.0
2016-01-08 19:00:00,1.00125,58.16,0.16,0.26,-3.35366,1,1.0,19.0,0.28295,3.023833333333333,0.0,0.0,0.0
2016-01-08 20:00:00,7.4385666666666665,55.61,0.11,0.82,-2.92939,1,1.0,20.0,1.00125,1.3004333333333329,0.0,0.0,0.0
2016-01-08 21:00:00,2.9783166666666667,55.71,0.36,2.13,-2.94151,1,1.0,21.0,7.4385666666666665,1.0815666666666668,0.0,0.0,0.0
2016-01-08 22:00:00,0.9755833333333332,55.53,0.5,2.62,-2.72099,1,1.0,22.0,2.9783166666666667,1.7195833333333332,0.0,0.0,0.0
2016-01-08 23:00:00,0.4561,55.39,0.35,5.08,-2.72138,1,1.0,23.0,0.9755833333333332,0.963,0.0,0.0,0.0
2016-01-09 00:00:00,0.3212166666666666,54.77,0.65,5.57,-2.72138,0,1.0,0.0,0.4561,0.71325,0.0,0.0,0.0
2016-01-09 01:00:00,0.39151666666666657,54.17,0.4,4.35,-1.70653,0,1.0,1.0,0.3212166666666666,0.4656,0.0,0.0,0.0
2016-01-09 02:00:00,0.35885,52.12,0.2,4.93,-2.72138,0,1.0,2.0,0.39151666666666657,0.5620666666666666,0.0,0.0,0.0
2016-01-09 03:00:00,0.3439,50.85,0.03,4.69,-2.78983,0,1.0,3.0,0.35885,0.5345,0.0,0.0,0.0
2016-01-09 04:00:00,0.4269,49.08,0.02,4.8,-2.7223,0,1.0,4.0,0.3439,0.5772666666666666,0.0,0.0,0.0
2016-01-09 05:00:00,0.4307333333333333,47.68,0.02,5.45,-3.05721,0,1.0,5.0,0.4269,0.5458333333333332,0.0,0.0,0.0
2016-01-09 06:00:00,0.4738666666666666,46.28,0.03,5.81,-3.32412,0,1.0,6.0,0.4307333333333333,0.6119333333333332,0.0,0.0,0.0
2016-01-09 07:00:00,0.4476833333333333,44.94,0.09,7.16,-3.04661,0,1.0,7.0,0.4738666666666666,0.5700166666666666,0.0,0.0,0.0
2016-01-09 08:00:00,0.5310833333333332,44.18,0.17,8.08,96.5951,0,1.0,8.0,0.4476833333333333,0.5516833333333332,1.1149837388216242,0.0,0.0
2016-01-09 09:00:00,0.6641166666666666,45.02,0.48,9.01,307.435,0,1.0,9.0,0.5310833333333332,0.5477166666666666,2.6866078767903105,1.1149837388216242,0.0
2016-01-09 10:00:00,1.0794833333333331,47.18,0.25,9.7,495.721,0,1.0,10.0,0.6641166666666666,0.8484,3.688552863481012,2.6866078767903105,0.0
2016-01-09 11:00:00,1.8361666666666667,49.56,0.19,10.04,646.1469999999998,0,1.0,11.0,1.0794833333333331,0.9680833333333332,4.331439655127588,3.688552863481012,0.08768311704290457
2016-01-09 12:00:00,1.55615,50.73,0.26,10.12,730.58,0,1.0,12.0,1.8361666666666667,0.7157833333333332,4.621419538336382,4.331439655127588,0.1468606909177954
2016-01-09 13:00:00,0.6486666666666666,51.4,0.31,9.99,735.3660000000001,0,1.0,13.0,1.55615,0.7952,4.6298413964396286,4.621419538336382,0.16665068867923494
